"cluster","location","elevation","ann_prec_mean","elev_centriod","prec_centroid"
"4","48.46875_-122.03125",193.18,2201.24,479.87,2401.88
"4","48.46875_-122.09375",421.06,2115.79,479.87,2401.88
"4","48.53125_-121.28125",374.81,2420.27,479.87,2401.88
"4","48.53125_-121.34375",388.58,2305.51,479.87,2401.88
"4","48.53125_-121.40625",126.31,2072,479.87,2401.88
"4","48.53125_-121.46875",413.99,2386.68,479.87,2401.88
"4","48.53125_-121.65625",702.43,2944.63,479.87,2401.88
"4","48.53125_-121.71875",106.94,2283.18,479.87,2401.88
"4","48.53125_-121.78125",66.81,2200.72,479.87,2401.88
"4","48.53125_-121.84375",61,2213.29,479.87,2401.88
"4","48.59375_-121.03125",842.7,1962.16,479.87,2401.88
"4","48.59375_-121.21875",785.38,2712.13,479.87,2401.88
"4","48.59375_-121.34375",832.39,2341.23,479.87,2401.88
"4","48.59375_-121.40625",510.63,2087.3,479.87,2401.88
"4","48.59375_-121.46875",679.22,2712.76,479.87,2401.88
"4","48.59375_-121.71875",178,2567.56,479.87,2401.88
"4","48.59375_-121.90625",668.18,2879.41,479.87,2401.88
"4","48.59375_-121.96875",791.24,2453.51,479.87,2401.88
"4","48.59375_-122.03125",363.61,2503.95,479.87,2401.88
"4","48.59375_-122.09375",354.12,2396.05,479.87,2401.88
"4","48.59375_-122.21875",139.63,1954.38,479.87,2401.88
"4","48.65625_-121.28125",209.44,2178.13,479.87,2401.88
"4","48.65625_-121.40625",878.83,2425.47,479.87,2401.88
"4","48.65625_-121.65625",728.49,2866.96,479.87,2401.88
"4","48.65625_-121.71875",374.18,2807.08,479.87,2401.88
"4","48.65625_-122.09375",407.07,2604.15,479.87,2401.88
"4","48.65625_-122.15625",474.68,2161.94,479.87,2401.88
"4","48.65625_-122.21875",134.81,2097.47,479.87,2401.88
"4","48.65625_-122.28125",202.43,2326.69,479.87,2401.88
"4","48.65625_-122.34375",388.43,1907.4,479.87,2401.88
"4","48.71875_-121.09375",547.01,1876.97,479.87,2401.88
"4","48.71875_-121.15625",520.88,2455.72,479.87,2401.88
"4","48.71875_-121.28125",775.83,2583.82,479.87,2401.88
"4","48.71875_-121.40625",903.69,2808.75,479.87,2401.88
"4","48.71875_-121.59375",441.8,2796.47,479.87,2401.88
"4","48.71875_-121.65625",248.69,2697.65,479.87,2401.88
"4","48.71875_-122.09375",402.74,2444.35,479.87,2401.88
"4","48.71875_-122.21875",156.37,1950.32,479.87,2401.88
"4","48.71875_-122.28125",571.63,2458.4,479.87,2401.88
"4","48.78125_-121.46875",980.94,2446.5,479.87,2401.88
"4","48.78125_-121.53125",378.39,2512.31,479.87,2401.88
"4","48.78125_-121.65625",732.4,2522.91,479.87,2401.88
"4","48.78125_-122.03125",618.06,2730.09,479.87,2401.88
"4","48.78125_-122.09375",362.82,2079.11,479.87,2401.88
"4","48.78125_-122.28125",797.25,2316.15,479.87,2401.88
"4","48.84375_-121.21875",869.8,2451.79,479.87,2401.88
"4","48.84375_-121.90625",652.68,2250.99,479.87,2401.88
"4","48.84375_-122.09375",630.81,2354.46,479.87,2401.88
"4","48.84375_-122.21875",441.26,2007.56,479.87,2401.88
"4","48.90625_-121.21875",782.56,2242.1,479.87,2401.88
"4","48.90625_-121.65625",963.02,2574.82,479.87,2401.88
"4","48.90625_-121.71875",673.26,2401.19,479.87,2401.88
"4","48.90625_-121.78125",671.12,2130.57,479.87,2401.88
"4","48.90625_-121.84375",495.82,2032.08,479.87,2401.88
"4","48.90625_-121.90625",424.7,1997.45,479.87,2401.88
"4","48.90625_-121.96875",536.2,1951.62,479.87,2401.88
"4","48.90625_-122.03125",461.12,1855.88,479.87,2401.88
"4","48.90625_-122.21875",879.69,2509.87,479.87,2401.88
